Balancete/Balanco Geral (Documentos: 4010 - 4016 - 4020 - 4026)
Data de geracao dos dados: 2015-07-09
Fonte: Instituicoes financeiras
#DATA_BASE;DOCUMENTO;CNPJ;AGENCIA;NOME_INSTITUICAO;COD_CONGL;NOME_CONGL;TAXONOMIA;CONTA;NOME_CONTA;SALDO
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;10000007;CIRCULANTE E REALIZAVEL A LONGO PRAZO;1042144628808,36
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;11000006;DISPONIBILIDADES;12523531923,57
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;11100009;CAIXA;8188001390,21
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;11300005;RESERVAS LIVRES;3728812184,00
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;11500001;DISPONIBILIDADES EM MOEDAS ESTRANGEIRAS;606718349,36
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;12000005;APLICACOES INTERFINANCEIRAS DE LIQUIDEZ;211671101224,53
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;12100008;APLICACOES EM OPERACOES COMPROMISSADAS;190755535397,09
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;12200001;APLICACOES EM DEPOSITOS INTERFINANCEIROS;4434812859,49
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;12600003;APLICA¦OES EM MOEDAS ESTRANGEIRAS;16480752967,95
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;13000004;TITULOS E VALORES MOBILIARIOS E INSTRUMENTOS      FINANCEIROS DERIVATIVOS;117151508413,69
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;13100007;LIVRES;74170785479,38
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;13200000;VINCULADOS A OPERACOES COMPROMISSADAS;39201134204,38
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;13300003;INSTRUMENTOS FINANCEIROS DERIVATIVOS;956280271,81
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;13400006;VINCULADOS AO BANCO CENTRAL;32807,41
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;13600002;VINCULADOS A PRESTACAO DE GARANTIAS;2823275650,71
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;14000003;RELACOES INTERFINANCEIRAS;98583069237,62
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;14100006;DIREITOS JUNTO A PARTICIPANTES DE SISTEMAS DE     LIQUIDAÇÃO;6728840161,38
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;14200009;CREDITOS VINCULADOS;90702935972,37
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;14300002;REPASSES INTERFINANCEIROS;131410411,11
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;14400005;RELACOES COM CORRESPONDENTES;1019882692,76
201309;4010;00000000;;BCO DO BRASIL S.A.;;;BANCO DO BRASIL - BANCO MULTIPLO;15000002;RELACOES INTERDEPENDENCIAS;296652608,56
